HeLa mRNA decay rates			
Gene	Rate	Error	Level
BAZ1A	-0.0018	0.2	1077
BAZ2A	0.0017	0.25	257.2
BBS1	-0.0004	0.07	1064.4
BBS2	0.0007	0.19	635.2
BBS4	0.0016	0.29	592
BBS9	-0.0013	0.11	192.9
BBX	0.001	0.05	1614.8
BCAP29	-0.0022	0.1	562.3
BCAP31	-0.0007	0.05	9822.9
BCAR3	0.0121	0.18	1071.9
BCAS2	-0.0003	0.09	7116.5
BCAS3	-0.0002	0.44	223.7
BCAS4	-0.0014	0.13	568.9
BCAT1	-0.0028	0.02	5072.2
BCAT2	-0.0003	0.19	843.7
BCCIP	-0.0027	0.06	3494.4
BCKDHB	-0.002	0.2	334.8
BCKDK	-0.0006	0.16	852.6
BCL10	0.0052	0.08	452.8
BCL2L1	0.0069	0.13	280.9
BCL2L11	0.0087	0.18	371.1
BCL2L12	0.0016	0.02	1438.4
BCL2L13	0	0.08	330.1
BCL2L2	0.0013	0.17	278.6
BCL7B	0.003	0.08	683.3
BCLAF1	-0.001	0.04	1826.8
BCOR	0.0122	0.06	417
BCR	0.0003	0.13	502.2
BCS1L	0.0002	0.21	2332.4
BDH1	0.0028	0.19	151.1
BDH2	-0.0056	0.17	2007.5
BDNF	0.0132	0.21	247.4
BDP1	0.0014	0.45	584.7
BECN1	-0.0029	0.01	1083.6
BEGAIN	0.0024	0.06	847.3
BEND3	0.0071	0.41	586.9
BEND6	-0.0037	0.35	267.1
BET1	0.001	0.05	908.8
BET1L	0.0044	0.29	166.9
BFAR	-0.0015	0.16	2104.9
BHLHE40	0.0247	0.46	1431.4
BICC1	-0.005	0.21	442.6
BICD2	0.0004	0.11	740.2
BID	-0.0001	0.03	1005.4
BIK	0.0039	0.38	175.4
BIN1	-0.0009	0.07	941.3
BIN3	0.0042	0.16	243.5
BIRC2	0.002	0.07	3585.4
BIRC5	-0.0004	0.04	3510.6
BIRC6	-0.0006	0.46	1410.8
BIVM	-0.0004	0.1	526.4
BLCAP	0.0081	0.28	2485.1
BLM	0.0038	0.4	1177
BLMH	0.0008	0.09	2418.7
BLOC1S1	-0.002	0.23	2122.8
BLOC1S2	-0.0015	0.03	5572.9
BLVRA	-0.0008	0.13	1807.3
BLVRB	-0.002	0.16	3214.2
BMI1	0	0.31	3319.7
BMP1	-0.0024	0.27	376.7
BMP2	0.016	0.19	373.1
BMP6	0.0019	0.2	2057.7
BMP8B	-0.002	0.29	109
BMPR1A	0.0067	0.45	1424.2
BMPR2	-0.0008	0.04	444.1
BMS1	0.0016	0.09	2344.3
BNIP1	0.0064	0.05	472.4
BNIP3	-0.0018	0.04	2638.2
BNIP3L	-0.0015	0.07	1723.6
BOD1	0.0013	0.05	3179
BOD1L	0.0012	0.13	751.9
BOK	0.0036	0.43	161
BOLA1	0.0082	0.39	554.2
BOLA3	-0.0008	0.16	10158.1
BPGM	-0.0035	0.12	415.6
BPTF	0.0005	0.22	535.4
BRAF	-0.0018	0.15	163.7
BRAP	0.0029	0.05	364.7
BRCA1	0.0002	0.2	965.8
BRCA2	0.004	0.22	174.6
BRCC3	-0.0048	0.03	3401.5
BRD1	0.0096	0.29	300.8
BRD2	0.0122	0.11	2260.6
BRD3	0.001	0.11	557
BRD4	0.0005	0.04	670.6
BRD7	0.0002	0.14	1192.4
BRD8	0.0025	0.11	1319.8
BRD9	0.0018	0.27	2864
BRE	-0.0015	0.09	1051.3
BRF2	0.0107	0.42	457.5
BRI3	0.0001	0.29	3345.1
BRIP1	0.0003	0.28	482.3
BRMS1	-0.0019	0.28	1420.3
BRMS1L	-0.0002	0.14	734.2
BRP44	-0.0012	0.06	2841.6
BRP44L	-0.0042	0.43	1045.9
BRPF1	0.0093	0.18	1523.4
BRPF3	0.0007	0.07	157.8
BRWD1	0.0037	0.47	149.4
BRWD2	-0.0047	0.27	1286.7
BRWD3	0.0006	0.36	213.3
BSCL2	0.0003	0.22	1087.2
BSDC1	0.0027	0.37	774.9
BST2	0.0001	0.14	2077.6
BTAF1	0.0027	0.13	1695.4
BTBD1	0.0011	0.29	6163.5
BTBD10	0.0034	0.16	1510.3
BTBD3	0.0023	0.18	3495.3
BTBD6	0	0.11	2700.4
BTBD7	0.0038	0.06	539.5
BTD	-0.001	0.1	271.3
BTF3	-0.0021	0.21	18405.2
BTF3L4	-0.0002	0.02	2530
BTG1	0.0158	0.22	2941.8
BTG3	0.0011	0.08	2940.7
BTN2A1	0.0053	0.1	374
BTN2A2	-0.0006	0.32	108.7
BTN3A1	-0.0009	0.2	244.5
BTN3A2	0.0003	0.14	538.2
BTN3A3	0.0001	0.15	363
BTRC	0.0031	0.09	291.3
BUB1	-0.0021	0.02	561
BUB1B	0.0009	0.19	6202.3
BUB3	-0.0001	0.04	9458.4
BUD13	0.0142	0.31	720
BUD31	0.0002	0.03	3881.8
BXDC1	-0.0018	0.05	3947.2
BXDC5	0.0007	0.15	8840.1
BYSL	0.0045	0.06	2354.5
BZW2	-0.0021	0.22	10026
C10orf104	-0.0029	0.03	2657.6
C10orf119	0.0003	0.05	1426.7
C10orf125	0.001	0.17	674.8
C10orf137	0.0038	0.1	883.4
C10orf18	0.0034	0.49	2500.2
C10orf2	0.0052	0.11	1100
C10orf26	0.0076	0.15	1014.9
C10orf28	0.0028	0.21	309.6
C10orf32	-0.0005	0.28	1065.9
C10orf35	0.0001	0.2	420
C10orf4	-0.0018	0.35	437.8
C10orf46	0.0002	0.08	649.3
C10orf47	0.0039	0.12	1012.3
C10orf57	-0.0024	0.26	2863.5
C10orf76	-0.0019	0.16	343.3
C10orf78	-0.0005	0.24	1617.3
C10orf84	-0.0031	0.1	898.4
C10orf88	0.0101	0.09	349.4
C10orf95	-0.0015	0.25	161.8
C11orf1	-0.001	0.07	432.4
C11orf10	-0.0021	0.01	12016.9
C11orf17	0.0001	0.09	2076.7
C11orf2	-0.001	0.06	3948.9
C11orf24	-0.0003	0.05	1040
C11orf30	0.0067	0.09	410.3
C11orf31	-0.0022	0.07	5569.5
C11orf46	0.0018	0.36	1048.5
C11orf48	-0.0007	0.08	3386.1
C11orf49	-0.0014	0.2	2837.7
C11orf51	-0.0012	0.24	3033.9
C11orf54	-0.005	0.42	660.7
C11orf57	0.0019	0.03	575.7
C11orf58	-0.0032	0.07	6833.3
C11orf59	-0.0006	0.05	5478.9
C11orf60	-0.0012	0.11	777.6
C11orf67	-0.002	0.21	635.4
C11orf70	-0.0032	0.32	128.2
C11orf71	0.0027	0.2	140.2
C11orf73	-0.0011	0.03	3661.4
C11orf74	-0.0047	0.34	474.5
C11orf75	0.0034	0.07	1220.5
C11orf79	0.0022	0.29	1967.4
C11orf80	-0.0018	0.29	283.8
C11orf82	0.0015	0.08	2094.2
C11orf83	0.0001	0.17	1741
C12orf10	-0.0017	0.03	2074.7
C12orf11	-0.0008	0.43	5968.1
C12orf24	-0.0034	0.2	1542.2
C12orf26	0.0009	0.2	537.5
C12orf29	0.0017	0.13	1791.8
C12orf30	0.0021	0.05	748.1
C12orf32	0.0021	0.03	1580.6
C12orf35	0.0101	0.4	301.5
C12orf4	0.0007	0.05	1068.8
C12orf43	-0.0014	0.14	767.5
C12orf44	0.0071	0.21	2528.5
C12orf47	0.0049	0.06	748.8
C12orf48	-0.0029	0.14	761.3
C12orf49	0.001	0.15	447.5
C12orf5	0.0027	0.03	3399.6
C12orf51	0.0019	0.49	109.8
C12orf52	-0.0013	0.09	703.6
C12orf56	0.0004	0.31	306.3
C12orf60	0.0118	0.37	356.3
C12orf62	0.0002	0.1	4698.2
C12orf65	0.0138	0.4	354.2
C12orf73	0.002	0.13	779.2
C13orf1	0.0012	0.12	146.9
C13orf23	0.0048	0.18	531
C13orf27	0.004	0.13	2914.1
C13orf3	0.0023	0.25	896.1
C13orf34	0.0109	0.1	1817.5
C13orf37	0.0012	0.04	3251.1
C14orf1	-0.0005	0.04	1055.7
C14orf100	0.0033	0.16	1505.1
C14orf101	-0.0003	0.28	229.3
C14orf102	0.0126	0.22	309.5
C14orf106	0.0008	0.14	255.7
C14orf109	0.0008	0.36	1730.5
C14orf119	0.0036	0.18	4481.1
C14orf126	-0.0021	0.31	628.9
C14orf129	0.0018	0.11	2874.6
C14orf133	-0.0002	0.09	743.8
C14orf143	-0.003	0.09	681
C14orf145	-0.0011	0.06	341
C14orf147	-0.001	0.38	1770.8
C14orf149	0.0017	0.1	269
C14orf153	-0.0006	0.02	2105.7
C14orf156	-0.0002	0.37	18063.3
C14orf159	-0.0006	0.12	158.4
C14orf166	-0.0013	0.22	21634
C14orf169	0.0081	0.13	1976.9
C14orf179	0.0002	0.11	1156.3
C14orf2	-0.0001	0.13	7636.2
C14orf43	0.0064	0.29	122.6
C14orf80	0.0052	0.27	582
C15orf17	0	0.16	271.3
C15orf23	0.0027	0.17	3180.5
C15orf24	-0.0018	0.12	7002
C15orf29	0.0001	0.3	346.9
C15orf38	-0.0035	0.4	137.7
C15orf39	0.0073	0.27	226.5
C15orf40	-0.0012	0.48	773.2
C15orf41	0.004	0.32	321.1
C15orf44	0.0033	0.18	750.2
C15orf52	0.0001	0.5	317.2
C15orf61	0.0058	0.09	1583
C16orf13	-0.0022	0.06	1485.1
C16orf14	0.0001	0.09	2171.8
C16orf28	0.0028	0.22	539.9
C16orf35	-0.0017	0.09	485.8
C16orf42	-0.0018	0.07	1061
C16orf45	0.0013	0.08	1200.9
C16orf48	0.0004	0.19	518.7
C16orf5	0.0009	0.06	366.7
C16orf52	-0.0008	0.19	238.4
C16orf53	0.0022	0.3	1435.2
C16orf57	0.0013	0.24	375.4
C16orf58	0.0003	0.24	372.5
C16orf59	0.0028	0.37	691
C16orf61	0.0013	0.24	5829.8
C16orf62	0	0.08	1737.3
C16orf63	0.0028	0.23	1670.7
C16orf67	0.0008	0.23	198.9
C16orf68	0.0028	0.23	494.7
C16orf70	0.0046	0.21	340.6
C16orf72	0.0139	0.08	1244
C16orf75	0.0033	0.39	675
C16orf80	0.0059	0.22	4213.5
C16orf88	0.0045	0.17	570.9
C16orf91	0.0116	0.13	961.2
C16orf93	-0.0017	0.42	203.5
C16orf94	-0.0014	0.17	1367.3
C17orf37	-0.0008	0.21	3863.9
C17orf39	0.0005	0.12	421.9
C17orf42	0.0036	0.06	1254.4
C17orf48	0.0076	0.15	535.1
C17orf49	-0.0019	0.25	902.1
C17orf51	0.0107	0.27	156
C17orf56	0.0032	0.17	204.1
C17orf58	0.0036	0.22	981.1
C17orf61	0.0002	0.11	2671.7
C17orf62	-0.0009	0.13	406.3
C17orf63	0.0071	0.22	207
C17orf68	-0.0009	0.06	135.3
C17orf70	0.0013	0.29	274.3
C17orf71	0.011	0.33	1778
C17orf75	-0.0059	0.24	932.8
C17orf79	-0.0004	0.11	5107.7
C17orf80	0.0091	0.05	862.2
C17orf81	0.0033	0.03	2421.8
C17orf85	-0.0002	0.25	745
C17orf89	-0.0023	0.14	2946.1
C17orf90	0.0042	0.09	1269.1
C17orf91	0.0103	0.22	1671.5
C17orf95	0.0023	0.04	4183.4
C17orf96	0.0048	0.13	391.3
C18orf1	0.0008	0.11	158
C18orf10	-0.0019	0.04	3615.7
C18orf19	0.0047	0.02	698
C18orf2	-0.0014	0.47	315.7
C18orf21	0.0055	0.3	1630.1
C18orf22	0.0003	0.13	440.6
C18orf25	0.0056	0.33	566.5
C18orf32	0.0005	0.14	1330.7
C18orf45	-0.0016	0.07	553.7
C18orf54	0.002	0.16	162
C18orf55	-0.0001	0.5	3051
C18orf8	0.0023	0.26	600.4
C19orf10	-0.0005	0.11	3043.6
C19orf12	0.0044	0.19	461.1
C19orf2	-0.0023	0.09	1212.4
C19orf21	-0.0015	0.24	1245.7
C19orf22	-0.0016	0.09	749.2
C19orf33	-0.0016	0.12	7098.6
C19orf40	0.0047	0.13	364.2
C19orf42	0.0009	0.07	1106.5
C19orf43	-0.0026	0.05	1961.9
C19orf44	0.0073	0.35	128.5
C19orf50	-0.0005	0.12	2344.5
C19orf53	-0.0023	0.38	8959.2
C19orf54	0.0021	0.09	834
C19orf56	0.0001	0.06	6249.9
C19orf6	-0.0005	0.29	334.1
C19orf60	-0.0011	0.16	1124.3
C19orf61	0.0073	0.4	255.6
C19orf62	-0.001	0.02	5369
C19orf63	-0.0014	0.07	1786.7
C19orf66	-0.0036	0.2	207.8
C19orf70	0.001	0.1	4536.8
C1GALT1	0.0031	0.43	478.9
C1GALT1C1	-0.0019	0.07	1944.2
C1QBP	-0.0023	0.06	14000.4
C1RL	-0.0012	0.43	182.6
C1S	0.0007	0.05	669.3
C1orf107	0.0055	0.04	860.2
C1orf112	0.0005	0.11	916.4
C1orf122	-0.0013	0.13	2038.6
C1orf123	-0.0005	0.14	1360
C1orf124	0.0037	0.5	281.3
C1orf128	0.0006	0.12	1507.6
C1orf131	0.0027	0.13	1228.7
C1orf135	0.0102	0.21	749.4
C1orf144	-0.0004	0.11	1822.4
C1orf149	-0.0016	0.14	744.1
C1orf151	-0.0016	0.06	5892.1
C1orf156	0.0113	0.15	1109.3
C1orf163	0.0086	0.34	1920.2
C1orf174	0.0015	0.22	1137.6
C1orf198	0.0038	0.17	1156.3
C1orf199	0.0022	0.26	438.5
C1orf2	-0.0028	0.32	708.2
C1orf212	0.0016	0.07	1314.3
C1orf216	0.0053	0.06	908.2
C1orf25	0.0012	0.19	399.1
C1orf27	-0.0006	0.03	1120.8
C1orf31	-0.0008	0.08	3725.6
C1orf35	0.0004	0.29	639.7
C1orf43	-0.0018	0.02	5506.8
C1orf50	-0.0001	0.15	680.8
C1orf52	0.0058	0.23	1534
C1orf53	-0.0049	0.21	775.9
C1orf55	0.0099	0.29	830.2
C1orf56	0.0022	0.26	216.5
C1orf57	-0.0008	0.07	1398.3
C1orf58	-0.0035	0.05	1554.4
C1orf59	-0.0012	0.04	3676.1
C1orf63	-0.0006	0.4	595.9
C1orf69	0.0029	0.09	176.1
C1orf71	0.0075	0.21	287.3
C1orf77	0.0025	0.06	3018.4
C1orf85	-0.0018	0.11	473.1
C1orf86	-0.0006	0.12	194.8
C1orf91	0.0016	0.13	196
C1orf93	0.0006	0.41	504.8
C1orf96	0.0048	0.06	391.6
C1orf97	-0.0032	0.34	265.1
C20orf108	-0.0036	0.12	367
C20orf11	0.0014	0.48	738.9
C20orf111	0.0082	0.19	1810.4
C20orf112	0.0035	0.11	170.3
C20orf177	0.0111	0.04	1732.8
C20orf199	0.0003	0.12	11580.8
C20orf20	0.004	0.21	841.4
C20orf24	-0.0008	0.22	13397
C20orf27	-0.0009	0.21	389.3
C20orf29	0.0012	0.24	391.6
C20orf3	0.0004	0.05	2384.3
C20orf30	-0.0004	0.13	4988.4
C20orf4	0.0013	0.08	1785.4
C20orf43	-0.0009	0.17	2664.3
C20orf7	0.001	0.04	523.4
C20orf72	0.0042	0.18	2818.6
C20orf74	0.0018	0.3	111
C21orf34	0.0015	0.29	107.8
C21orf45	-0.001	0.28	1122.9
C21orf56	-0.0019	0.23	320.6
C21orf57	-0.0013	0.02	691.9
C21orf59	-0.0005	0.17	1185.3
C21orf63	0.0046	0.33	927.6
C21orf66	0.0042	0.03	502.7
C21orf70	-0.003	0.43	613.8
C22orf13	0.0045	0.36	1091.9
C22orf25	-0.0023	0.48	313.1
C22orf27	-0.0009	0.48	479.7
C22orf28	-0.0006	0.13	1495.6
C22orf32	-0.0027	0.09	1975.8
C22orf40	0.0018	0.5	238.9
C22orf9	0	0.12	584.4
C2CD2	0.0106	0.26	484.3
C2CD3	-0.0027	0.09	304.9
C2orf18	-0.0012	0.04	560.3
C2orf24	-0.0007	0.09	561
C2orf28	-0.0026	0.03	7964.6
C2orf29	0.0006	0.19	2636.4
C2orf3	-0.0024	0.34	460.2
C2orf30	0.0001	0.02	2371.8
C2orf37	-0.0004	0.31	269.2
C2orf42	0.0089	0.1	436.3
C2orf43	0	0.16	440.7
C2orf47	0.0018	0.14	4199.8
C2orf49	0.0079	0.05	589.6
C2orf56	-0.0009	0.07	926.2
C2orf60	-0.0003	0.1	269.3
C2orf63	0.0001	0.44	232.6
C2orf64	-0.0011	0.17	955.9
C2orf67	-0.001	0.14	110.7
C2orf68	-0.0019	0.07	313.6
C2orf7	-0.0014	0.16	1002.5
C2orf79	-0.0005	0.04	5604.4
C3	-0.003	0.22	161.5
C3orf1	0.0001	0.21	5495.8
C3orf10	0	0.1	10692.6
C3orf17	0.001	0.05	1440.5
C3orf19	0.0111	0.25	365.7
C3orf23	0.001	0.06	1075.8
C3orf26	-0.0022	0.03	6194.6
C3orf31	0.0016	0.33	426.4
C3orf37	-0.0004	0.12	1847.7
C3orf38	0.0108	0.26	763.4
C3orf39	0.0049	0.26	809.7
C3orf52	0.0092	0.06	289.4
C3orf59	0.0073	0.33	442.5
C3orf63	0.0004	0.06	912.2
C3orf75	0	0.05	991.6
C4BPA	-0.0026	0.12	288.9
C4BPB	-0.0008	0.07	3495.8
C4orf14	0.0027	0.08	1787.1
C4orf19	0.0036	0.2	828.9
C4orf27	-0.0015	0.04	1303.9
C4orf29	-0.0003	0.42	228.8
C4orf3	-0.0022	0.08	2280.4
C4orf30	0.0001	0.13	635.3
C4orf32	-0.0006	0.07	1850.4
C4orf33	-0.0013	0.41	136.9
C4orf41	-0.0003	0.26	658.4
C4orf42	-0.0027	0.49	240.4
C4orf46	0.0054	0.19	513
C4orf48	-0.0009	0.42	2156.3
C5orf13	-0.0001	0.08	872.3
C5orf15	-0.002	0.14	1561.1
C5orf22	0.0023	0.18	4171
C5orf23	0.0045	0.12	3567.1
C5orf25	0.0022	0.24	168.1
C5orf26	0.0033	0.07	2556.7
C5orf28	0.0019	0.42	887.8
C5orf30	0.0091	0.32	924.1
C5orf32	-0.0027	0.04	3621.8
C5orf33	-0.0026	0.31	1277.1
C5orf34	0.0083	0.13	1759.4
C5orf37	0.0093	0.5	661.1
C5orf42	-0.0011	0.33	139.2
C5orf43	0.0032	0.06	7859.3
C5orf46	0.0008	0.25	1278.6
C5orf51	0.003	0.19	4045.5
C6orf1	-0.0001	0.35	155.6
C6orf106	0.0009	0.08	682.4
C6orf108	-0.0009	0.07	2668.5
C6orf115	-0.0055	0.26	1004.7
C6orf120	0.004	0.23	342.2
C6orf125	-0.0007	0.18	5120.8
C6orf129	-0.0012	0.3	767.3
C6orf130	0.0002	0.04	1320.1
C6orf136	0.0051	0.08	740.4
C6orf145	0.012	0.49	836.3
C6orf150	0.0062	0.4	150.1
C6orf153	0.0006	0.08	3763.2
C6orf162	-0.0003	0.17	331.6
C6orf168	0.0065	0.24	182.5
C6orf173	-0.0011	0.08	5902.5
C6orf176	0.0068	0.11	546.2
C6orf192	-0.0028	0.06	332.6
C6orf203	-0.0004	0.44	421.7
C6orf225	0.0009	0.28	361.5
C6orf35	0.0013	0.3	508.2
C6orf48	0.0029	0.05	4854.5
C6orf61	-0.0003	0.17	128.3
C6orf62	-0.0062	0.12	1642.4
C6orf64	0.0016	0.08	295.9
C6orf70	0.0016	0.14	382.1
C6orf72	-0.0023	0.31	1734.6
C6orf89	-0.0002	0.06	485.1
C7orf11	0.0009	0.11	3026.2
C7orf23	0.0035	0.15	1318.3
C7orf26	0.0059	0.05	476.6
C7orf27	0.0013	0.12	607.6
C7orf29	0.0007	0.29	342.6
C7orf30	0.0011	0.08	5294.3
C7orf36	0.0077	0.25	1380.9
C7orf38	0.0064	0.22	166.2
C7orf40	0.0141	0.31	1619.2
C7orf42	0.0023	0.07	2115.4
C7orf44	-0.0004	0.36	273.4
C7orf47	0.0031	0.21	1141.9
C7orf49	0.0073	0.11	392.3
C7orf50	0.001	0.22	347.6
C7orf55	0.0024	0.09	1397.2
C7orf59	0.0024	0.09	1899.7
C7orf64	0.0098	0.49	307.7
C7orf68	0.0169	0.32	553.1
C7orf70	0.0069	0.07	2978
C8orf33	-0.0007	0.06	4302.6
C8orf38	-0.0037	0.11	1115.7
C8orf40	-0.0011	0.17	1011.7
C8orf41	0.008	0.31	627.4
C8orf58	0.0098	0.41	285.6
C8orf59	-0.0023	0.28	2142.4
C8orf76	0.0036	0.15	350.6
C9orf100	0.0018	0.16	173.6
C9orf114	0.003	0.11	508.2
C9orf116	0.0008	0.18	1069.8
C9orf119	-0.0011	0.15	2781.5
C9orf123	0.0004	0.06	2161.8
C9orf125	0.0037	0.11	613.3
C9orf130	0.0018	0.35	135.4
C9orf140	0.0028	0.3	2365
C9orf142	-0.0009	0.37	755.1
C9orf150	0.0167	0.49	299.6
C9orf156	0.0117	0.39	611
C9orf16	-0.0024	0.12	1619.7
C9orf167	0.005	0.46	549.5
C9orf169	0	0.28	390.4
C9orf21	0.0034	0.19	1676.8
C9orf23	0.0006	0.11	1392.3
C9orf3	-0.0029	0.17	860.1
C9orf30	-0.0001	0.28	1936.3
C9orf40	0.0009	0.13	962.1
C9orf46	-0.0018	0.07	494.1
C9orf5	0.0007	0.06	993.3
C9orf6	-0.002	0.12	1347.6
C9orf64	-0.0021	0.07	893
C9orf69	0.0064	0.34	1586.8
C9orf75	-0.0002	0.1	362.6
C9orf80	0.0004	0.07	1463
C9orf82	-0.0019	0.2	903.1
C9orf85	-0.0041	0.23	372.2
C9orf86	-0.0011	0.16	711.6
C9orf89	-0.0013	0.23	530
C9orf91	0.0041	0.3	412.8
C9orf95	-0.0036	0.11	146.7
C9orf97	0.0055	0.22	613.8
CA11	-0.0032	0.46	296.6
CA12	-0.002	0.08	272.3
CA5BP	0.0022	0.35	335.2
CAB39	0.0033	0.04	1614.2
CABC1	-0.0006	0.13	580.3
CABIN1	-0.0009	0.24	239.8
CABLES1	-0.0011	0.1	553.2
CACNA2D1	-0.0003	0.23	565
CACNA2D3	0.0014	0.5	459.7
CACYBP	-0.0026	0.03	6882.9
CADM1	-0.0018	0.25	329.6
CALCOCO1	0.0005	0.14	548.4
CALCOCO2	-0.0002	0.03	919
CALD1	-0.0033	0.03	1575.8
CALM1	-0.0007	0.05	5953.4
CALM2	-0.0011	0.18	8642
CALM3	-0.0021	0.11	1538.1
CALML4	-0.0043	0.39	113.7
CALU	-0.0007	0.06	2441.2
CAMK1	-0.0044	0.2	497.8
CAMK1D	-0.0005	0.06	353
CAMK2D	0.0001	0.22	444.3
CAMK2G	-0.0003	0.06	354.8
CAMK2N1	0.0028	0.16	325.1
CAMK4	-0.0015	0.29	199.8
CAMKK1	0.0056	0.44	254.9
CAMKK2	-0.0008	0.3	531.4
CAMLG	0.0017	0.14	3618.8
CAMSAP1	0.0049	0.01	721
CAMSAP1L1	0.0038	0.07	1859.6
CAMTA1	-0.0028	0.04	2263.7
CAMTA2	0.0039	0.28	438.4
CAND1	-0.0008	0.13	2120.5
CAND2	-0.0036	0.08	444.9
CANT1	0.0011	0.07	916.9
CANX	-0.0012	0.15	5770.7
CAP1	-0.0015	0.05	9517
CAP2	-0.0015	0.02	1349.8
CAPG	-0.0004	0.06	2623.3
CAPN2	-0.0003	0.2	6984.6
CAPN7	-0.0001	0.03	2981.2
CAPNS1	-0.0015	0.08	7096.9
CAPRIN1	-0.0009	0.03	5096.7
CAPRIN2	0.0014	0.15	626.5
CAPZA1	-0.005	0.31	10264
CAPZA2	-0.0016	0.36	2545.9
CAPZB	-0.0013	0.12	2592
CARD10	0.0021	0.1	1150.2
CARD6	0.0007	0.19	1927.2
CARD8	0.0023	0.27	275.1
CARHSP1	-0.0005	0.1	1027.6
CARKD	0.0055	0.24	2453.3
CARM1	-0.0012	0.1	661.3
CARS	0.0001	0.05	2731.3
CARS2	-0.0008	0.05	529.3
CASC3	0.0015	0.09	2840.2
CASC5	0.0011	0.41	228.2
CASD1	0.0052	0.28	282.8
CASK	-0.0014	0.09	574.2
CASP1	-0.0027	0.12	565.9
CASP2	0.0018	0.1	363.2
CASP3	0.0038	0.38	632.9
CASP4	-0.0007	0.13	377.2
CASP6	-0.0028	0.13	1176
CASP7	0.0021	0.1	1082.3
CASP8	0.0003	0.27	642.4
CASP9	0.0005	0.1	295.9
CAST	-0.0018	0.03	4314.4
CAT	-0.0016	0.09	4320
CATSPER1	-0.0029	0.09	314.4
CAV1	-0.0031	0.28	3955.8
CAV2	-0.0016	0.22	2616.3
CBARA1	0	0.15	1421
CBFA2T2	0.0076	0.16	153.2
CBFB	0.0002	0.06	2859.6
CBL	-0.0015	0.38	216.9
CBLB	0.0067	0.18	137.4
CBR1	0.0055	0.2	4997.6
CBR3	0.0026	0.08	1070.7
CBR4	0.0004	0.2	493.9
CBS	-0.0003	0.21	1081.5
CBX1	-0.0012	0.09	8617.7
CBX2	0.0071	0.07	532.4
CBX3	-0.0025	0.2	5520.4
CBX4	0.0139	0.31	2607.9
CBX5	-0.0022	0.24	1352.9
CBX6	-0.0007	0.05	793.7
CBY1	0.0039	0.33	593.5
CC2D1B	0.0003	0.26	216.8
CC2D2A	0.0003	0.07	257.8
CCAR1	0.0004	0.09	4617.8
CCBL1	-0.0021	0.09	290.4
CCBL2	-0.0033	0.11	500.5
CCDC101	0.0015	0.25	474.4
CCDC104	-0.0019	0.13	1721.8
CCDC109A	0.0013	0.11	2515.7
CCDC109B	-0.0022	0.12	1297.3
CCDC111	0.0013	0.13	1010
CCDC113	-0.0025	0.23	404.5
CCDC115	-0.0025	0.15	607
CCDC12	0.0112	0.17	3391.7
CCDC124	0.0006	0.26	1887.6
CCDC125	0.0015	0.23	322.3
CCDC126	0.0022	0.4	200.5
CCDC127	0.0042	0.18	1168.9
CCDC132	0.0003	0.08	364.2
CCDC134	0.0008	0.21	148.6
CCDC137	0.0045	0.47	620
CCDC14	-0.0018	0.1	620.9
CCDC150	0.0025	0.31	103.1
CCDC152	-0.0041	0.2	713.9
CCDC18	0.0004	0.36	199.5
CCDC21	0.0011	0.4	453.3
CCDC22	0.0006	0.12	577.8
CCDC23	-0.002	0.24	313.5
CCDC25	-0.0005	0.15	1203.1
CCDC28A	0.0019	0.09	1111.2
CCDC28B	0.0016	0.29	265.3
CCDC34	-0.0024	0.08	1890.8
CCDC41	-0.0002	0.45	246
CCDC43	0.0015	0.09	2794.7
CCDC45	0.0034	0.15	729.4
CCDC47	-0.0005	0.04	3684.3
CCDC49	0.0064	0.12	403.2
CCDC50	0.0002	0.06	761.8
CCDC51	0.0025	0.24	5229.2
CCDC52	0.0012	0.14	174.5
CCDC53	-0.0026	0.05	1451.8
CCDC55	0.0038	0.24	1797.1
CCDC56	-0.001	0.02	4099.6
CCDC59	0.0031	0.07	3052.8
CCDC6	0.0001	0.1	3049.4
CCDC64	0.0011	0.42	142.5
CCDC66	-0.0001	0.06	345.8
CCDC72	-0.0022	0.13	22546.2
CCDC75	0.0074	0.05	535.5
CCDC76	0.0013	0.18	440.5
CCDC77	0.0041	0.15	1074
CCDC80	0.0002	0.09	363.3
CCDC82	0.0006	0.1	432.3
CCDC85B	-0.001	0.16	1007.2
CCDC86	-0.0002	0.22	3880.4
CCDC88A	0.0005	0.11	485.9
CCDC88C	0.003	0.3	118
CCDC9	-0.0008	0.2	156.3
CCDC90A	-0.0052	0.04	3381.4
CCDC90B	0.0013	0.14	1215.2
CCDC91	-0.0039	0.18	1857.9
CCDC93	0.0042	0.09	246.2
CCDC94	0.0038	0.42	517.9
CCDC97	0.0029	0.1	254.3
CCDC99	0.002	0.09	5021.5
CCHCR1	-0.0024	0.18	334.2
CCM2	0.0011	0.35	373.1
CCNA2	0.0021	0.09	4620.3
CCNB1	-0.0012	0.06	6223.2
CCNB1IP1	-0.0001	0.21	2150
CCNB2	-0.0011	0.12	9059.4
CCNC	-0.0044	0.05	2136.7
CCND1	0.0038	0.23	1055.3
CCND3	-0.0002	0.09	2667.5
CCNDBP1	-0.0008	0.08	2120
CCNE1	0.0043	0.12	1195.7
CCNE2	0.0034	0.18	1255.7
CCNF	0.0091	0.07	878.2
CCNG1	0.0007	0.03	5255.2
